17, 3, 4, 624, 0, 1, 0, 0
66, 0, 0, 704, 1, 0, 1, 1
75, 2, 9, 15, 1, 0, 1, 0
34, 1, 9, 709, 0, 1, 1, 0
42, 3, 2, 892, 1, 1, 0, 0
61, 2, 0, 206, 0, 1, 0, 1
81, 0, 3, 167, 0, 0, 0, 0
60, 1, 1, 995, 0, 1, 0, 0
94, 3, 1, 991, 0, 1, 1, 0
37, 0, 3, 668, 0, 0, 0, 0
17, 1, 4, 215, 0, 0, 1, 1
96, 0, 1, 358, 1, 1, 0, 1
87, 2, 9, 423, 1, 0, 1, 1
69, 3, 4, 953, 1, 0, 0, 1
71, 3, 7, 767, 1, 1, 0, 0
82, 1, 3, 37, 1, 0, 1, 0
43, 1, 7, 824, 1, 1, 0, 1
93, 3, 8, 812, 1, 1, 0, 1
62, 2, 1, 23, 0, 0, 1, 0
15, 0, 7, 323, 0, 1, 0, 0
42, 0, 7, 61, 1, 0, 0, 0
14, 1, 3, 203, 1, 1, 0, 0
86, 1, 7, 482, 0, 1, 0, 0
4, 0, 7, 642, 1, 0, 0, 0
98, 3, 5, 427, 0, 1, 0, 1
87, 3, 3, 622, 0, 1, 1, 1
61, 1, 3, 462, 1, 0, 0, 1
27, 1, 3, 172, 1, 0, 1, 1
65, 2, 6, 211, 0, 1, 1, 0
10, 1, 5, 346, 1, 0, 1, 1
90, 2, 3, 556, 1, 0, 0, 0
0, 1, 2, 816, 1, 1, 0, 1
20, 0, 2, 575, 0, 0, 1, 0
80, 0, 9, 251, 1, 1, 0, 0
86, 1, 4, 580, 1, 1, 1, 1
16, 0, 3, 812, 0, 0, 1, 0
89, 1, 8, 345, 0, 1, 0, 0
69, 3, 9, 214, 1, 1, 1, 1
1, 2, 5, 520, 0, 1, 1, 0
28, 0, 6, 254, 1, 1, 0, 1
50, 1, 5, 649, 0, 1, 1, 1
11, 0, 2, 601, 0, 1, 0, 0
92, 2, 1, 288, 0, 0, 0, 1
75, 3, 8, 470, 0, 1, 0, 1
43, 3, 4, 38, 0, 0, 0, 1
49, 3, 4, 154, 1, 0, 1, 0
13, 2, 0, 594, 0, 0, 0, 0
37, 0, 5, 166, 1, 1, 0, 1
35, 1, 0, 471, 0, 0, 1, 1
21, 3, 5, 818, 1, 0, 1, 1
6, 3, 0, 162, 0, 0, 1, 1
78, 1, 6, 897, 1, 1, 1, 1
7, 3, 1, 85, 1, 1, 1, 0
52, 0, 7, 363, 1, 1, 0, 0
12, 2, 0, 969, 0, 1, 1, 1
91, 1, 2, 479, 1, 0, 0, 1
47, 1, 5, 234, 1, 1, 0, 0
96, 3, 2, 624, 0, 0, 1, 1
84, 1, 4, 380, 0, 1, 0, 0
10, 2, 7, 678, 0, 1, 0, 1
56, 2, 0, 99, 1, 0, 0, 0
46, 2, 9, 362, 1, 1, 0, 1
72, 1, 9, 619, 1, 0, 0, 0
68, 1, 9, 782, 1, 0, 1, 1
56, 2, 6, 990, 1, 1, 1, 1
70, 0, 8, 872, 0, 0, 1, 1
2, 1, 8, 919, 0, 0, 1, 0
30, 1, 3, 149, 1, 0, 1, 0
15, 3, 0, 578, 1, 0, 0, 1
43, 0, 0, 178, 0, 0, 0, 1
32, 1, 6, 197, 0, 1, 1, 1
21, 3, 4, 28, 0, 0, 0, 1
67, 1, 9, 307, 1, 1, 0, 0
31, 0, 1, 86, 1, 1, 0, 0
41, 1, 4, 847, 0, 1, 0, 1
55, 3, 8, 187, 0, 1, 1, 1
38, 0, 8, 189, 1, 0, 1, 0
6, 3, 1, 626, 0, 0, 0, 0
6, 1, 1, 998, 1, 0, 0, 0
60, 3, 1, 320, 1, 1, 1, 0
13, 1, 4, 286, 1, 0, 0, 1
88, 3, 0, 668, 1, 1, 0, 1
72, 2, 9, 964, 0, 0, 1, 1
65, 2, 7, 357, 0, 1, 1, 0
23, 1, 2, 546, 0, 1, 1, 0
71, 1, 9, 919, 0, 0, 0, 0
50, 1, 2, 167, 1, 1, 0, 0
21, 3, 5, 355, 0, 0, 1, 0
78, 0, 3, 33, 0, 1, 1, 1
98, 1, 2, 85, 1, 0, 1, 1
68, 3, 9, 99, 1, 0, 0, 1
69, 1, 4, 969, 0, 1, 0, 0
14, 1, 3, 708, 0, 0, 0, 0
99, 0, 3, 784, 1, 0, 1, 0
4, 2, 9, 331, 0, 0, 1, 0
40, 0, 7, 117, 0, 0, 0, 1
29, 1, 2, 447, 1, 0, 0, 1
59, 1, 9, 618, 1, 0, 0, 1
63, 3, 5, 682, 0, 0, 0, 1
87, 3, 2, 182, 1, 1, 0, 1
82, 3, 6, 913, 0, 0, 0, 0
95, 1, 6, 567, 1, 1, 1, 1
82, 0, 8, 754, 1, 0, 0, 0
20, 3, 6, 659, 1, 1, 1, 1
2, 0, 6, 784, 1, 0, 1, 1
34, 2, 8, 405, 0, 1, 1, 1
29, 2, 3, 116, 1, 1, 0, 1
57, 1, 8, 485, 1, 0, 0, 1
35, 0, 4, 326, 0, 0, 0, 0
13, 3, 9, 85, 0, 1, 1, 1
68, 0, 9, 994, 1, 1, 1, 0
45, 0, 8, 322, 0, 0, 1, 1
20, 2, 7, 569, 1, 1, 1, 0
33, 1, 5, 655, 0, 1, 0, 0
93, 0, 8, 568, 1, 1, 0, 1
65, 2, 3, 755, 1, 0, 0, 0
49, 3, 6, 934, 1, 0, 0, 0
92, 3, 9, 514, 1, 0, 1, 0
51, 1, 3, 266, 0, 1, 1, 1
1, 0, 3, 542, 1, 1, 0, 1
51, 3, 1, 217, 1, 1, 0, 1
70, 1, 1, 566, 1, 1, 1, 1
66, 0, 0, 996, 1, 1, 0, 1
10, 2, 5, 613, 0, 1, 0, 1
85, 2, 0, 924, 1, 0, 0, 1
39, 0, 8, 264, 0, 1, 0, 0
8, 2, 6, 207, 0, 0, 0, 0
74, 1, 2, 806, 0, 1, 0, 1
80, 3, 3, 569, 1, 0, 1, 0
32, 2, 0, 859, 1, 1, 1, 1
42, 2, 6, 13, 0, 1, 1, 1
54, 2, 7, 384, 1, 0, 1, 0
80, 3, 7, 583, 0, 1, 1, 1
91, 1, 5, 860, 1, 0, 0, 1
2, 2, 6, 727, 1, 1, 1, 1
64, 3, 6, 921, 0, 0, 1, 1
7, 1, 0, 807, 1, 1, 0, 1
74, 2, 1, 971, 0, 0, 0, 0
86, 0, 6, 975, 0, 1, 0, 0
40, 2, 8, 959, 0, 0, 0, 0
87, 2, 7, 497, 1, 1, 0, 0
76, 3, 9, 623, 0, 1, 0, 0
59, 0, 8, 299, 1, 1, 0, 1
60, 1, 8, 634, 1, 1, 1, 0
40, 3, 0, 723, 1, 0, 1, 1
36, 2, 6, 417, 0, 0, 0, 1
92, 0, 8, 357, 1, 0, 1, 1
61, 1, 6, 927, 0, 0, 0, 1
31, 3, 2, 851, 1, 0, 1, 0
4, 1, 3, 227, 0, 0, 1, 1
34, 1, 9, 539, 1, 1, 1, 1
23, 3, 3, 796, 0, 1, 1, 1
27, 1, 6, 240, 1, 0, 1, 1
27, 0, 0, 454, 1, 0, 1, 0
39, 2, 6, 260, 1, 1, 1, 0
7, 0, 0, 458, 1, 0, 1, 0
96, 2, 6, 80, 0, 1, 1, 0
56, 3, 1, 833, 1, 0, 0, 0
26, 3, 2, 914, 1, 0, 1, 1
63, 0, 7, 867, 1, 0, 0, 0
19, 1, 8, 415, 0, 0, 0, 1
37, 1, 9, 724, 1, 1, 0, 0
15, 1, 4, 499, 1, 1, 0, 0
76, 1, 5, 167, 0, 1, 0, 0
8, 1, 0, 370, 1, 0, 0, 1
64, 1, 6, 553, 0, 0, 1, 1
99, 0, 1, 358, 0, 0, 1, 1
90, 2, 8, 489, 0, 0, 1, 0
32, 2, 1, 332, 1, 1, 1, 0
69, 3, 6, 654, 0, 1, 1, 0
15, 2, 8, 806, 0, 1, 0, 1
18, 3, 7, 746, 1, 1, 1, 0
34, 1, 6, 753, 1, 0, 0, 1
32, 2, 3, 493, 0, 1, 0, 0
21, 1, 3, 536, 1, 0, 1, 1
7, 3, 2, 442, 0, 1, 1, 1
77, 3, 4, 658, 0, 0, 1, 1
23, 0, 0, 596, 0, 0, 0, 1
43, 3, 9, 62, 1, 0, 0, 0
73, 1, 1, 826, 1, 1, 1, 0
16, 0, 7, 980, 0, 0, 1, 1
55, 3, 4, 504, 0, 1, 1, 0
56, 2, 1, 804, 0, 1, 1, 0
66, 1, 6, 360, 1, 0, 0, 0
35, 1, 1, 502, 0, 1, 1, 1
12, 1, 0, 783, 1, 1, 0, 1
84, 0, 0, 700, 1, 1, 1, 0
98, 2, 2, 283, 1, 1, 1, 1
99, 3, 1, 668, 0, 1, 1, 1
79, 3, 3, 597, 0, 0, 0, 0
60, 2, 6, 484, 0, 0, 0, 0
67, 2, 7, 434, 1, 0, 0, 0
53, 1, 8, 663, 1, 0, 0, 0
24, 1, 7, 890, 0, 1, 1, 0
52, 0, 5, 997, 1, 1, 0, 1
18, 0, 9, 87, 1, 1, 0, 0
67, 1, 4, 120, 1, 0, 0, 0
36, 0, 9, 816, 1, 1, 0, 0
37, 1, 0, 549, 0, 0, 0, 0
23, 0, 4, 685, 1, 0, 0, 0
9, 2, 3, 151, 0, 1, 1, 1
80, 0, 1, 9, 1, 1, 0, 0
14, 1, 9, 720, 0, 1, 0, 0
94, 3, 2, 450, 1, 1, 1, 1
27, 0, 7, 123, 1, 0, 1, 0
1, 0, 3, 596, 0, 1, 0, 0
40, 3, 8, 741, 1, 0, 1, 1
54, 1, 9, 384, 1, 0, 1, 1
65, 2, 7, 440, 1, 0, 0, 1
58, 0, 0, 623, 0, 0, 1, 0
31, 1, 0, 345, 1, 1, 0, 0
15, 0, 5, 822, 1, 1, 0, 0
47, 2, 4, 14, 1, 0, 1, 0
84, 2, 7, 521, 1, 0, 0, 0
0, 1, 1, 738, 1, 1, 0, 0
22, 0, 5, 508, 0, 0, 0, 1
73, 3, 8, 735, 0, 1, 1, 1
96, 2, 4, 161, 1, 0, 0, 1
9, 1, 2, 965, 1, 1, 1, 1
57, 1, 5, 972, 0, 1, 0, 1
33, 3, 1, 364, 1, 0, 1, 0
57, 1, 0, 231, 0, 0, 1, 1
73, 0, 7, 717, 0, 0, 1, 1
84, 3, 6, 502, 1, 0, 1, 0
48, 1, 6, 62, 1, 0, 1, 0
61, 1, 6, 649, 1, 0, 0, 0
78, 1, 1, 56, 1, 1, 1, 1
53, 1, 3, 741, 1, 0, 1, 0
34, 0, 6, 202, 0, 1, 0, 1
40, 3, 7, 948, 1, 0, 1, 1
92, 1, 7, 8, 1, 0, 1, 0
64, 1, 3, 692, 0, 1, 0, 1
88, 1, 6, 560, 0, 1, 1, 1
95, 1, 3, 62, 0, 0, 0, 1
58, 3, 5, 350, 0, 1, 0, 1
62, 0, 8, 108, 1, 1, 1, 0
90, 0, 5, 464, 1, 0, 0, 1
78, 1, 2, 69, 1, 0, 0, 0
70, 1, 7, 207, 0, 0, 0, 1
69, 2, 8, 737, 1, 0, 0, 0
8, 3, 1, 969, 0, 0, 1, 0
97, 3, 8, 315, 0, 0, 1, 0
20, 0, 2, 519, 1, 0, 1, 0
53, 0, 6, 406, 1, 1, 0, 0
18, 2, 4, 260, 0, 1, 0, 0
99, 2, 2, 963, 1, 1, 1, 0
64, 2, 7, 191, 0, 1, 0, 1
89, 3, 4, 429, 0, 1, 1, 0
2, 1, 7, 529, 0, 1, 0, 1
7, 2, 7, 513, 0, 0, 1, 1
63, 3, 5, 778, 0, 1, 1, 0
47, 1, 7, 424, 0, 0, 0, 1
12, 3, 4, 194, 0, 0, 1, 1
83, 2, 0, 848, 0, 1, 0, 1
86, 1, 0, 391, 0, 1, 1, 0
18, 2, 5, 415, 1, 0, 0, 0
91, 1, 1, 378, 0, 1, 1, 1
17, 2, 4, 228, 0, 1, 0, 1
86, 0, 3, 974, 1, 1, 1, 1
36, 0, 3, 122, 0, 0, 0, 1
51, 2, 4, 729, 0, 1, 0, 1
88, 3, 6, 709, 0, 0, 0, 0
16, 3, 8, 973, 1, 1, 0, 1
89, 3, 6, 659, 1, 1, 0, 1
10, 3, 4, 970, 1, 1, 0, 0
59, 3, 1, 829, 1, 0, 0, 0
97, 1, 9, 776, 0, 1, 1, 0
23, 2, 6, 716, 0, 1, 0, 0
1, 1, 0, 702, 1, 0, 1, 1
85, 3, 2, 824, 1, 0, 0, 0
53, 3, 4, 430, 1, 1, 1, 0
90, 2, 1, 618, 1, 1, 1, 1
51, 1, 4, 62, 0, 1, 1, 1
65, 1, 6, 259, 0, 0, 1, 0
91, 1, 0, 784, 1, 1, 1, 0
79, 0, 5, 547, 1, 1, 0, 0
44, 3, 4, 521, 0, 1, 1, 0
28, 2, 5, 280, 0, 1, 1, 0
36, 0, 1, 159, 1, 0, 1, 1
51, 2, 0, 755, 0, 0, 1, 0
37, 1, 2, 674, 1, 1, 0, 1
7, 0, 5, 855, 1, 1, 1, 0
98, 2, 6, 870, 1, 1, 1, 0
97, 0, 9, 698, 0, 1, 1, 0
63, 1, 8, 319, 1, 1, 1, 0
99, 3, 5, 227, 1, 1, 0, 0
90, 0, 4, 341, 0, 1, 1, 1
46, 3, 9, 705, 0, 1, 0, 0
76, 3, 8, 760, 1, 1, 1, 1
87, 0, 0, 88, 1, 1, 0, 0
77, 3, 5, 60, 0, 1, 0, 0
30, 3, 6, 334, 0, 1, 0, 1
11, 1, 3, 892, 1, 0, 1, 1
65, 3, 7, 744, 1, 1, 1, 0
77, 3, 6, 907, 1, 1, 1, 1
29, 2, 3, 482, 1, 0, 0, 1
88, 1, 5, 886, 0, 0, 1, 0
45, 0, 6, 956, 1, 0, 1, 1
66, 2, 8, 241, 0, 0, 0, 1
95, 0, 1, 59, 0, 1, 1, 0
80, 2, 2, 58, 1, 1, 1, 1
3, 3, 7, 511, 1, 1, 0, 1
74, 0, 4, 745, 0, 0, 1, 1
67, 1, 3, 868, 0, 1, 1, 0
68, 3, 7, 720, 0, 1, 0, 0
35, 3, 3, 944, 0, 1, 1, 1
1, 3, 2, 416, 0, 0, 0, 1
25, 3, 8, 785, 0, 0, 0, 1
47, 3, 1, 992, 0, 1, 1, 0
76, 3, 7, 340, 1, 1, 0, 1
68, 0, 7, 997, 1, 0, 0, 0
93, 0, 8, 508, 0, 0, 1, 0
92, 0, 0, 524, 0, 0, 0, 1
27, 1, 0, 14, 1, 1, 1, 1
94, 3, 5, 957, 0, 1, 1, 0
20, 2, 4, 180, 1, 0, 0, 1
66, 2, 0, 757, 1, 1, 0, 1
20, 3, 5, 237, 0, 1, 1, 0
97, 3, 6, 407, 1, 1, 0, 1
97, 2, 4, 936, 1, 0, 1, 1
54, 0, 6, 396, 0, 0, 0, 1
56, 0, 3, 582, 0, 1, 0, 1
79, 0, 2, 668, 1, 0, 1, 0
22, 3, 6, 70, 0, 0, 0, 1
85, 0, 6, 742, 1, 1, 1, 1
90, 2, 1, 477, 0, 1, 1, 0
6, 1, 6, 624, 0, 0, 0, 0
79, 1, 3, 313, 1, 1, 1, 1
99, 1, 5, 369, 1, 0, 0, 0
21, 1, 1, 893, 0, 1, 0, 0
73, 3, 5, 827, 1, 1, 1, 1
30, 1, 5, 853, 0, 1, 1, 0
45, 3, 0, 902, 1, 0, 1, 1
99, 2, 4, 924, 1, 0, 0, 1
41, 2, 6, 795, 0, 0, 0, 0
47, 1, 3, 267, 1, 1, 0, 0
62, 1, 4, 964, 0, 0, 0, 1
2, 2, 2, 562, 0, 0, 0, 0
12, 3, 5, 421, 0, 1, 1, 0
8, 2, 5, 669, 1, 1, 0, 1
11, 2, 7, 682, 0, 1, 1, 1
63, 1, 7, 630, 0, 0, 0, 0
79, 0, 4, 923, 0, 0, 0, 1
27, 1, 3, 572, 1, 0, 1, 1
3, 0, 5, 565, 1, 0, 0, 0
23, 0, 7, 315, 1, 0, 0, 1
53, 2, 3, 992, 0, 0, 1, 0
85, 2, 4, 590, 1, 0, 0, 0
4, 3, 7, 827, 0, 0, 1, 0
87, 1, 9, 446, 0, 0, 1, 0
90, 1, 8, 943, 0, 1, 1, 0
17, 1, 9, 640, 1, 0, 0, 0
78, 3, 7, 486, 1, 1, 0, 1
40, 0, 6, 466, 0, 1, 1, 1
3, 3, 0, 74, 0, 1, 1, 0
10, 2, 3, 219, 1, 0, 1, 0
80, 3, 3, 751, 1, 0, 1, 0
57, 2, 7, 758, 0, 1, 1, 1
51, 3, 5, 150, 0, 0, 0, 0
10, 0, 2, 668, 0, 0, 0, 0
5, 1, 7, 478, 1, 1, 0, 1
44, 1, 2, 536, 1, 0, 0, 0
56, 0, 6, 277, 0, 0, 0, 1
70, 2, 4, 205, 1, 1, 0, 0
51, 0, 9, 894, 0, 1, 1, 1
46, 0, 8, 163, 0, 1, 1, 1
50, 1, 6, 810, 1, 0, 0, 0
18, 1, 7, 123, 1, 0, 1, 1
3, 2, 3, 82, 1, 1, 1, 1
18, 1, 6, 456, 1, 1, 1, 1
1, 2, 7, 88, 1, 0, 1, 1
85, 2, 3, 962, 0, 1, 0, 1
0, 3, 7, 305, 1, 0, 1, 0
31, 1, 8, 69, 1, 1, 1, 0
18, 1, 8, 828, 1, 0, 0, 0
35, 3, 9, 266, 1, 1, 0, 1
62, 3, 8, 963, 1, 0, 1, 0
48, 0, 7, 170, 0, 0, 1, 0
83, 3, 8, 23, 1, 0, 1, 1
98, 0, 8, 917, 1, 0, 1, 1
27, 3, 2, 395, 0, 0, 0, 0
9, 2, 3, 516, 1, 0, 1, 0
79, 2, 2, 709, 0, 0, 0, 0
76, 1, 2, 303, 1, 1, 0, 0
93, 3, 5, 915, 1, 1, 0, 1
44, 0, 9, 969, 0, 0, 1, 1
31, 2, 7, 475, 1, 0, 1, 0
95, 2, 3, 203, 1, 0, 0, 1
2, 3, 3, 159, 1, 1, 1, 0
63, 1, 8, 7, 0, 1, 0, 1
96, 1, 2, 200, 0, 0, 0, 0
17, 2, 3, 843, 1, 1, 0, 0
51, 0, 7, 728, 1, 1, 0, 0
90, 2, 1, 306, 1, 1, 1, 0
19, 3, 3, 1007, 0, 0, 1, 0
91, 3, 9, 1007, 1, 1, 0, 1
37, 1, 3, 521, 0, 1, 1, 0
64, 0, 1, 802, 1, 0, 1, 1
79, 0, 9, 344, 1, 1, 1, 1
63, 3, 6, 943, 0, 0, 1, 0
6, 1, 9, 84, 1, 1, 1, 1
56, 0, 5, 790, 0, 0, 1, 0
43, 2, 3, 328, 1, 0, 1, 1
89, 0, 6, 630, 1, 0, 0, 0
32, 1, 6, 994, 1, 0, 0, 0
19, 2, 4, 530, 0, 0, 0, 0
2, 0, 1, 883, 0, 1, 0, 0
65, 3, 3, 876, 1, 1, 0, 0
60, 2, 5, 739, 0, 0, 1, 1
48, 3, 0, 665, 0, 1, 0, 1
6, 2, 3, 304, 0, 1, 0, 1
56, 1, 3, 680, 1, 0, 0, 0
1, 1, 1, 94, 0, 1, 0, 0
89, 2, 3, 71, 0, 0, 0, 1
36, 1, 9, 554, 1, 0, 0, 0
73, 1, 4, 601, 0, 1, 0, 1
35, 2, 7, 304, 0, 0, 0, 1
93, 0, 0, 781, 0, 0, 0, 0
70, 1, 9, 200, 0, 0, 0, 0
5, 3, 6, 872, 0, 1, 1, 1
88, 0, 1, 227, 0, 0, 0, 0
44, 2, 6, 913, 1, 1, 0, 1
88, 0, 7, 27, 1, 1, 0, 0
75, 0, 7, 291, 0, 0, 1, 0
90, 3, 8, 874, 0, 0, 0, 1
56, 0, 3, 483, 0, 1, 1, 0
83, 1, 0, 725, 1, 0, 1, 0
26, 1, 9, 395, 0, 1, 1, 0
23, 1, 3, 130, 0, 1, 1, 1
7, 0, 6, 294, 1, 1, 1, 0
9, 0, 4, 627, 0, 0, 0, 0
82, 1, 1, 471, 1, 1, 1, 1
46, 2, 3, 562, 0, 0, 0, 0
81, 2, 1, 966, 0, 0, 1, 0
81, 3, 2, 995, 1, 1, 1, 1
4, 1, 6, 726, 0, 0, 1, 0
43, 2, 1, 418, 0, 1, 1, 1
89, 1, 6, 555, 0, 1, 0, 0
1, 3, 8, 366, 1, 1, 0, 1
10, 3, 6, 750, 0, 1, 1, 0
16, 0, 7, 770, 1, 0, 0, 1
65, 1, 9, 52, 0, 1, 1, 0
33, 0, 4, 53, 0, 1, 1, 0
79, 2, 5, 536, 1, 1, 1, 1
61, 1, 9, 822, 0, 0, 1, 1
6, 1, 8, 124, 0, 0, 0, 1
86, 2, 7, 682, 0, 1, 1, 0
16, 3, 9, 959, 0, 1, 0, 1
1, 3, 1, 866, 0, 0, 0, 0
55, 2, 0, 35, 1, 1, 1, 0
96, 0, 6, 238, 1, 0, 0, 1
41, 1, 5, 581, 0, 0, 0, 1
